lemma	top	first_tag
front	M	M6
front-line	G	G3
front-page	Q	Q4.2/A11.1
front-row	M	M6
front-runners	S	S7.1+/S2mf
frontage	H	H2
frontal	M	M6
fronted	M	M6
fronting	M	M6
frontward	M	M6
frostbite	B	B2
frosted	O	O4.1
frosty	O	O4.6
froth	O	O1.2
frothy	O	O4.1
frown	B	B1
frowned	B	B1/E2
frowns	B	B1
froze	O	O4.6
frozen	O	O4.6
frugal	A	A1.3
fruit	F	F1
fruit-and-veg	F	F1
fruiterer	F	F1/S2mf
fruitful	X	X9.2
fruitiness	F	F1
fruition	X	X9.2
fruitless	X	X9.2
fruity	F	F1
frumpy	O	O4.2
frunus	L	L3
frustrate	S	S8
frustrated	E	E4.2
frustrating	S	S8
frustratingly	E	E4.2
frustration	E	E4.2
fryer	F	F1/O3
frying	F	F1
fu-chih	Z	Z2
fuchia	L	L3
fuchias	L	L3
fuchsia	L	L3
fuck	S	S3.2/B1
fuck-off-i've-made-it	Z	Z4/S1.2.4
fuck-up	X	X9.2
fucking	Z	Z4
fuddled	X	X2.5
fuddly	X	X2.5
fuddy-duddy	O	O4.2
fuel	O	O1
fuelled	A	A1.1.1
fuelling	A	A1.1.1
fuels	O	O1
fugitive	A	A1.7-/S2mf
fulcrum	A	A11.1
fulfil	X	X9.2
fulfill	X	X9.2
fulfilled	E	E4.2
fulfilling	X	X9.2
fulfillment	E	E4.2
fulfilment	E	E4.2
full	N	N5.1
full-back	K	K5.1/S2mf
full-blown	N	N5.1
full-bodied	F	F2
full-covered	A	A10
full-fledged	T	T3
full-length	O	O4.1
full-motion	Q	Q4.3
full-page	Q	Q4.2
full-scale	N	N5.1
full-service	I	I2.2
full-sized	N	N5.1
full-spectrum	A	A6.3
full-time	T	T1.3
full-timer	T	T1.3/S2mf
full-up	N	N5.1
full-year	T	T1.3
fulltime	T	T1.3
fully	A	A13.2
fully-fledged	T	T3
fumble	A	A1.1.1/X9.2
fumbling	A	A1.1.1/A12
fume	O	O1.3
fumes	O	O1.3
fuming	O	O1.3
fun	E	E4.1
fun-loving	E	E4.1
function	A	A1.5.1
functional	A	A1.5.2
functionality	A	A1.5.2
functionaries	G	G1.1/S2mf
functioning	A	A1.1.1
fund	I	I1.1
fund-raising	I	I1.1/A9
fund-specific	I	I1.1
fundamental	A	A11.1
fundamentalism	S	S9/A11.1
fundamentalist	S	S9
fundamentally	A	A11.1
funded	I	I1.1
funder	I	I1/S2mf
funders	I	I1.1/S2mf
funding	I	I1.1
fundraise	I	I1.1/A9
fundraiser	I	I1.1/S2mf
fundraisers	I	I1.1/S2mf
fundraising	I	I1.1/A9
funds	I	I1.1
funeral	L	L1-/S1.1.1
funerary	L	L1-/S1.1.1
funereal	E	E4.1
funfair	K	K1/S1.1.1
funfairs	K	K1/S1.1.1
fungi	L	L3
fungulosis	B	B2
fungus	L	L3
funk	E	E5
funky	K	K2
funnel	O	O2
funnier	E	E4.1
funnily	A	A6.2
funny	E	E4.1
fur	O	O1.1/L2
fur-lined	B	B5
furbish	A	A9
furbished	A	A9
furious	E	E3
furiously	E	E3
furlough	K	K1/T1.3
furnace	O	O4.6
furnish	H	H5
furnished	H	H5
furnishing	H	H5
furniture	H	H5
furore	E	E3
furrow	F	F4
furry	O	O4.1/L2
furs	O	O1.1/L2
further	N	N5
furtherance	S	S8+/X9.2
furthermore	Z	Z5
furthest	N	N3.3
furtive	A	A10
fury	E	E3
fuscias	L	L3
fuse	O	O3
fusion	A	A1.8
fuss	E	E3
fussed	E	E6
fussing	E	E6
fussy	E	E6
futile	A	A1.5.2
futilely	A	A1.5.2
futility	A	A1.5.2
future	T	T1.1.3
futurism	T	T1.1.3
futuristic	T	T1.1.3
futurists	T	T1.1.3/S2mf
fuxian	Z	Z2
fuzz	B	B1
fuzziness	O	O4.1
fuzzy	O	O4.1
g	Z	Z5
gab	Q	Q2.1
gabardine	O	O1.1
gabbing	Q	Q2.1
gabble	Q	Q2.1
gabby	Q	Q2.1
gaberdine	B	B5
gabled	H	H1
gad	K	K1
gadding	K	K1
gadfly	S	S8-/S2mf
gadget	O	O2
gadgetry	O	O2
gadgets	O	O2
gaels	Z	Z2/S2mf
gaff	H	H1
gaffe	X	X9.2
gaffer	S	S7.1+/S2mf
gaffers	S	S7.1+/S2mf
gaffes	X	X9.2
gag	Q	Q2.2
gaggle	S	S5
gaiety	E	E4.1
gaily	E	E4.1
gain	A	A9
gained	A	A9
gainers	A	A9+/S2mf
gainful	S	S8
gainfully	S	S8
gaining	A	A9
gains	X	X9.2
gainsay	Q	Q2.2/A6.1
gainsaying	Q	Q2.2/A6.1
gait	M	M1
gaiter	B	B5
gaiters	B	B5
gala	K	K1/S1.1.1
galactic	W	W1
galas	K	K1/S1.1.1
galaxies	W	W1
galaxy	W	W1
gale	W	W4
gale-force	W	W4
galeish	W	W4
gall	E	E3
gallant	G	G2.2
gallantly	E	E5
gallantry	E	E5
gallbladder	B	B2
galled	E	E3
galleon	M	M4
gallery	C	C1/H1
galley	F	F1/H2
galleys	F	F1/H2
galling	E	E3
gallivant	M	M1
gallivanting	E	E4.1
gallon	N	N3.4
gallop	M	M1/N3.8+/L2
galloped	M	M1/N3.8+/L2
galloping	M	M1/N3.8+/L2
gallstone	B	B2
gallstones	B	B2
galore	N	N5
galvanise	X	X5.2
galvanised	X	X5.2
galvanize	X	X5.2
galvanized	O	O4.1
gambit	X	X4.2
gamble	A	A15
gambler	K	K5.2/I1/S2mf
gambling	A	A15
gambol	M	M1/E4.1
gambolling	M	M1/E4.1
game	K	K5.1
game-shooting	K	K5.1
gamekeeper	L	L2/S2mf
gamely	X	X8
gameplay	X	X9.1+/Y2
gamer	Y	Y2/K5.2/S2mf
games	K	K5.1
gamesmanship	X	X9.1
gamine	O	O4.2
gaming	I	I1/A1.4
gamma	Q	Q3
gamma-ray	Y	Y1
gammon	F	F1
gamut	A	A6.3
gander	L	L2fn
gang	S	S5+c
gangland	G	G2.1
gangling	O	O4.1
gangly	O	O4.1
gangplank	M	M4/O2
gangrene	B	B2
gangrenous	B	B2
gangster	G	G2.1-/S2mf
gangsters	G	G2.1-/S2mf
gangway	M	M4/H2
gaol	G	G2.1/H1
gap-toothed	O	O4.1
gape	X	X3.4
gaped	X	X3.4
gaping	X	X3.4
garage	M	M3/H1
garager	M	M3/S2mf
garages	M	M3/H1
garaging	M	M3
garagy	M	M3
garb	B	B5
garbage	X	X7-/O2
garbage-in	A	A5.2
garbage-out	A	A5.2
garbled	X	X2.5
garden	L	L3/H3
garden-based	F	F4
garden-centre	F	F4/M7c
gardened	F	F4
gardenia	L	L3
gardening	F	F4
gardening-related	F	F4
gardens	L	L3/H3
gardle	B	B4/O1.2
gargantuan	N	N3.2
gargle	B	B4
gargled	B	B4
gargoyle	H	H2
garish	O	O4.2
garishly	O	O4.2
garlic	F	F1
garlicky	X	X3.1/F1
garment	B	B5
garnish	F	F1
garret	H	H2
garrets	H	H2
garrison	G	G3c
garrisoned	G	G3
garrisons	G	G3c
garrotte	L	L1
garrotted	L	L1
garrulous	Q	Q2.1
garter	B	B5
gas	O	O1.3
gas-fired	O	O1.3/A1.1.1
gas-guzzler	N	N5.2
gas-related	O	O1.3
gaseous	O	O1.3
gasification	O	O1.3
gasket	O	O2
gaskets	O	O2
gaslamp	O	O2/O1.3
gaslight	O	O2/O1.3
gaslights	O	O2/O1.3
gasman	O	O1.3/S2mf
gasoline	O	O1.2
gasometer	A	A9+/O1.3
gasometers	A	A9+/O1.3
gasp	B	B1
gasped	B	B1
gasping	B	B1
gasps	B	B1
gassed	G	G3
gassing	E	E3
gassy	O	O1.3/N5
gastric	B	B1
gastro-intestinal	B	B1
gastroenteritis	B	B2
gastrointestinal	B	B1
gastronome	F	F1/S2mf
gastronomic	F	F1
gastronomy	F	F1/X2.2
gasworks	O	O1.3/H1c
gate	H	H2
gateau	F	F1
gateaux	F	F1
gatecrash	X	X7-/S1.1.3
gatecrasher	X	X7-/S1.1.3+/S2mf
gatecrashers	X	X7-/S1.1.3+/S2mf
gatehouse	H	H1
gatekeeper	I	I3.2/H2/S2mf
gatekeepers	I	I3.2/H2/S2mf
gatepost	H	H5/O2
gates	G	G2.1/P1
gather	S	S5
gathered	S	S5
gatherer	A	A9+/S2mf
gathering	S	S5+c
gator	L	L2
gats	W	W3
gauche	E	E5
gaudy	O	O4.3
gauge	X	X6
gauging	X	X6
gaunt	O	O4.2
gauntlet	S	S7.3
gauze	O	O1.1
gauzy	O	O4.1
gave	A	A9
gawk	X	X3.4
gawking	X	X3.4
gawky	O	O4.2
gawp	X	X3.4
gawping	X	X3.4
gay	S	S3.2/B1
gayness	S	S3.2
gaze	X	X3.4
gazebo	H	H1
gazebos	H	H1
gazelle	L	L2mfn
gazette	Q	Q4.2
gazetteer	Q	Q4.1
gazump	I	I2.2/H4
gazumped	I	I2.2/H4
gazumping	I	I2.2/H4
gear	A	A1.1.1
gearbox	M	M3/O2
gearboxes	M	M3/O2
geared	A	A11.1
gearing	A	A1.1.1
geek	X	X9.1++/S2mf
geeks	X	X9.1++/S2mf
gees	Z	Z4
geese	L	L2
geezer	S	S2.2m
geisha	S	S3.2/S2.1f
gel	O	O1
gelatin	O	O1.1/A2.1
gelatine	O	O1.1/A2.1
gelatinous	O	O1.1/A2.1
geld	L	L2/B3
gelding	L	L2mn
gelignite	G	G3
gell	O	O4.5
gelled	S	S3.1
gem	O	O1.1
gems	O	O2
gemstone	O	O2
gemstones	O	O1.1
gen	X	X2.2
gender	S	S2
gender-based	S	S2
gender-bender	S	S2.2m/S2.1f
gender-blind	S	S2
gendered	S	S2
genderism	S	S2
genealogical	S	S4
genealogy	S	S4
general	N	N5
general-process	A	A1.1.1
general-purpose	A	A1.5.2
generalisation	A	A4.2
generalise	A	A4.2
generalised	A	A4.2
generalising	A	A4.2
generalities	A	A4.2
generality	A	A4.2
generalization	A	A4.2
generalize	A	A4.2
generalized	A	A4.2
generalizing	A	A4.2
generally	A	A6.2
generate	A	A2.2
generated	A	A2.2
generating	A	A2.2
generation	T	T1.3
generational	T	T1.3
generative	A	A1.1.1/N6
generator	O	O3
generators	O	O3
generic	A	A4.2
generically	A	A4.2
generosity	S	S1.2.2
generous	S	S1.2.2
generously	S	S1.2.2
genes	B	B1
genetic	B	B1
genetically	B	B1
geneticist	Y	Y1/B1/S2mf
genetics	Y	Y1
genial	S	S1.2.1
geniality	S	S1.2.1
genially	S	S1.2.1
genie	S	S9mfn
genital	B	B1/S3.2
genitalia	B	B1/S3.2
genitals	B	B1/S3.2
genitive	Q	Q3
genius	X	X9.1+/S2mf
genned	X	X2.3
geno	B	B1
genocidal	L	L1-/S5
genocide	L	L1-/S5
genome	B	B1
genomes	B	B1
genomic	B	B1
genomics	Y	Y1/B1
genre	Q	Q4/A4.1
gent	S	S2.2m
genteel	O	O4.2
gentian	L	L3
gentile	S	S9
gentility	E	E3
gentle	E	E3
gentleman	S	S2.2m
gentlemanly	S	S1.2.4
gentlemen	S	S2.2m
gentleness	E	E3
gently	E	E3
gentry	S	S5+c
gents	S	S2.2m
genuflect	O	O4.1/B1
genuflected	O	O4.1/B1
genuflecting	O	O4.1/B1
genuine	A	A5.4
genuinely	A	A5.4
genuineness	A	A5.4
genuinity	A	A5.4
genus	A	A4.1
geo	W	W3
geo-principle	Y	Y1
geodetic	Y	Y1
geographer	W	W3/S2mf
geographical	W	W3
geographically	W	W3
geography	P	P1/W3
geological	W	W3
geologically	W	W3
geologist	Y	Y1/S2mf
geology	Y	Y1
geometric	O	O4.4
geometrical	O	O4.4
geometrically	O	O4.4
geometry	O	O4.4
geophysical	Y	Y1/W1
geophysicist	Y	Y1/W1/S2mf
geopolitical	W	W1/G1.2
geopolitics	G	G1.2/W3
geranium	L	L3
geraniums	L	L3
gerbil	L	L2mfn
geriatric	T	T3
geriatrics	S	S2/T3++mf
germ	B	B2
germane	A	A1.2
germinate	F	F4
germinated	F	F4
germinates	F	F4
germinating	F	F4
germination	F	F4
germs	L	L2
gerontocracy	G	G1.1/T3+/S2mf
gerontology	P	P1/B1/T3
gerrymandering	A	A2.1/M7
gerund	Q	Q3
gerunds	Q	Q3
gestapo	G	G2.1c
gestation	B	B1
gesticulate	M	M1
gesticulating	M	M1
gesticulation	M	M1
gesture	Q	Q1.1/B1
gestures	Q	Q1.1/B1
get	A	A9
get-rich-quick	I	I1.1+/N3.8
get-together	S	S1.1.3
get-up	B	B5
get-up-and-go	X	X5.2
getaway	A	A1.7
getter	A	A9+/S2mf
getters	A	A9+/S2mf
gettin	A	A9
getting	A	A9
geyser	W	W3
ghastly	O	O4.2
ghee	F	F1
gherkin	F	F1
gherkins	F	F1
ghetto	M	M7
ghetto-ised	S	S5
ghost-write	Q	Q1.2
ghost-written	Q	Q1.2
ghostly	S	S9
ghosts	S	S9mfn
ghostwriter	Q	Q4.1/S2mf
ghoul	S	S9
ghoulish	G	G2.2
giant	N	N3.2
giant-killer	X	X9.2+/S5
giant-killers	X	X9.2+/S5
giant-killing	X	X9.2
giant-like	N	N3.2
giant-sized	N	N3.2
giants	S	S2/N3.2+mf
gibber	Q	Q2.2/X2.5
gibbered	Q	Q2.2/X2.5
gibbering	Q	Q2.2/X2.5
gibberish	S	S1.2.6
gibbon	L	L2
gibe	S	S7.2
gibes	S	S7.2-/Q2.1
gibing	S	S7.2
giblet	F	F1/L2
giblets	F	F1/L2
giddiness	B	B2
giddy	B	B2
giddy-brained	S	S1.2
gift	A	A9
gift-wrapped	O	O4.1
gifted	X	X9.1
giftware	O	O2/A9
gig	K	K2
gigabit	Y	Y2
gigabits	Y	Y2
gigabyte	Y	Y2
gigantic	N	N3.2
giggle	E	E4.1
giggly	E	E4.1
gigs	K	K2
gild	O	O4.3
gilded	O	O4.3
gilding	O	O4.3
gilt	O	O4.3
gilt-edged	O	O4.3
gimlet	X	X5.1
gimmick	Q	Q1.1/I2.2
gimmicking	Q	Q1.1/I2.2
gimmickry	A	A1.5.2
gimmicky	Q	Q1.1/I2.2
gin	F	F2
gin-drinking	F	F2
ginger	O	O4.3
gingerbread	F	F1
gingerly	A	A1.3
gingganggooly	Z	Z3
gingham	O	O1.1
gingivitis	B	B2
ginormous	N	N3.2
ginseng	L	L3
gip	B	B2
giraffe	L	L2mfn
gird	A	A1.1.1
girded	A	A1.1.1
girder	H	H2/O2
girders	O	O2
girding	A	A1.1.1
girdle	M	M6
girl	S	S2.1f
girlfriend	S	S3.2/S2.1f
girlhood	S	S2.1f/T3-/T1.3
girlie	S	S2.1f
girlish	S	S2.1f
girls	S	S2.1f
girly	S	S2.1f
giro	Q	Q1.2/I1
girobank	I	I1.1/I2.1c
girth	N	N3.3
gist	Q	Q1.1
gist-up	X	X2.5
git	O	O4.2-/S2mf
gite	H	H1
gites	H	H1
gits	O	O4.2-/S2mf
give	A	A9
giveaway	I	I1.3
given	Z	Z5
giver	A	A9-/S2mf
givin'	A	A9-/Z4
giving	A	A9
gizmo	O	O2
gizzmo	O	O2
gizzmos	O	O2
glaciation	W	W3
glacier	W	W3
glad	E	E4.2
gladiatorial	S	S7.3
gladioli	L	L3
gladly	X	X5.2
gladness	E	E4.1
glam	O	O4.2
glam-rocker	K	K2/S2mf
glamorise	O	O4.2+/A8
glamorous	O	O4.2
glamour	O	O4.2
glamourous	O	O4.2
glance	X	X3.4
glanced	X	X3.4
glancing	M	M6
gland	B	B1
glands	B	B1
glans	B	B5
glare	X	X3.4/E3
glares	X	X3.4/E3
glaring	X	X3.4
glaringly	A	A11.2
glasnost	G	G1.2
glass	O	O1.1
glass-house	H	H1
glasses	O	O2
glassfibre	O	O1.1
glasshouse	H	H1/F4
glassware	O	O2
glassworks	I	I4
glassy	O	O4.1
glaucoma	B	B2
glaze	C	C1
glazed	C	C1
glazes	C	C1
glazier	H	H1/S2mf
glazing	O	O4.1
gleam	W	W2
gleamed	W	W2
gleaming	W	W2
glean	X	X2.3
glee	E	E2
gleeful	E	E2
gleefully	E	E2
glen	W	W3
glib	S	S1.2.3
glibly	S	S1.2.3
glide	M	M1
glider	M	M5fn
gliders	M	M5fn
gliding	M	M5
glimmer	W	W2
glimpse	X	X3.4
glint	N	N5
glints	O	O4.3
glisten	O	O4.3
glistened	O	O4.3
glistening	O	O4.3
glitch	A	A12
glitter	O	O4.3
glittering	O	O4.3
glittery	O	O4.3
glitz	O	O4.2
glitzy	O	O4.2
gloat	S	S1.2.3
globalisation	A	A1.8
globalised	A	A1.8
globally	M	M7
globe	W	W1
globe-trotting	M	M1
globetrot	M	M1/M7
globular	O	O4.4
gloom	O	O4.3
gloomily	E	E4.1
gloomy	O	O4.3
glorification	S	S7.2+/Q2.2
glorified	S	S7.2+/Q2.2
glorify	S	S7.2+/Q2.2
glorious	O	O4.2
gloss	O	O4.5
glossary	Q	Q3
glossiness	O	O4.5
glossy	O	O4.5
glove	B	B5
gloved	O	O4.1
glovelet	B	B5
gloves	B	B5
glow	O	O4.3
glowing	O	O4.2
glucose	O	O1
glue	A	A1.1.1
glued	A	A1.1.1
gluing	A	A1.1.1
glum	E	E4.1
glumly	E	E4.1
glut	N	N5.2
glutamate	O	O1
gluten	O	O1
glutonate	O	O1.1
glutton	S	S1.2.2+/S2mf
glutton-like	S	S1.2.2
gluttonous	S	S1.2.2
gluttony	S	S1.2.2
glycerine	O	O1.2
gms	N	N3.5
gnarled	L	L3
gnats	L	L2
gnaw	B	B1/L2
gnome	S	S9/S2.2m
gnomes	S	S9/S2.2m
gnomic	X	X2.5
gnp	I	I4
gnu	L	L2
go	X	X8
go-ahead	X	X9.2
go-between	S	S8+/S2mf
go-cart	M	M3
go-carts	M	M3
goad	A	A2.2
goal	K	K5.1
goal-keep	K	K5.1
goal-keeper	K	K5.1/S2mf
goal-keepers	K	K5.1/S2mf
goal-setting	X	X7
goalie	K	K5.1/S2mf
goalkeeper	K	K5.1/S2mf
goalkeeping	K	K5.2
goalless	K	K5.1
goaly	K	K5.1/S2mf
goat	L	L2mfn
goatherd	L	L2/A4.1
gob	B	B1
gobble	F	F1
gobbledegook	X	X2.5-/Q2.1
goblet	O	O2/F2
goblin	S	S9
goblins	S	S9
gobsmacked	E	E5
god-awful	O	O4.2
god-daughter	S	S4f
godchild	S	S4mf
godchildren	S	S4
goddam	Z	Z4
goddaughter	S	S4f
goddaughters	S	S4f
goddess	S	S9/S2.1f
godliness	S	S9
godly	S	S9
godmother	S	S4f
godparent	S	S4mf
godparents	S	S4mf
godsend	A	A1.5.2+/O4.2
godson	S	S4m
goer	X	X5.2+/S2mf
goes	N	N6
goey	A	A1.1.1
gofer	S	S8+/S2mf
gofers	S	S8+/S2mf
goggle	B	B5
goggles	B	B5
goin	M	M1
going	M	M1
going-on	A	A1.1.1
goings-on	A	A1.1.1
gold-beater	C	C1/S2mf
gold-leaf	O	O4.1
gold-rimmed	O	O4.1
golden	O	O4.3
goldfish	L	L2mfnc
goldmines	I	I1.1
golds	O	O1.1
goldy	O	O4.3
golf-supply	K	K5.1
golfer	K	K5.1/S2mf
golfing	K	K5.1
golly	K	K6
gon	T	T1.1.3
gondola	M	M4fn
gone	M	M1
gonna	T	T1.1.3
gonner	L	L1-/S2mf
gonners	L	L1-/S2mf
gonorrhoea	B	B2
goo	O	O1.2
good	A	A5.1
good-humoured	E	E4.2
good-looking	O	O4.2
good-natured	E	E4.2
good-quality	A	A5.1
goodbye	S	S1.1.1
goodies	G	G2.2+/S2mf
goodly	N	N5
goodness	Z	Z4
goodnight	Z	Z4
goods	O	O2
goodwill	S	S1.2.1
goody	O	O2
gooey	O	O4.5
goof	X	X9.2
googlies	K	K5.1
googly	K	K5.1
goose	L	L2mfn
gooseberries	F	F1
gooseberry	F	F1
gooseberrys	F	F1
gore	B	B1
gorge	W	W3
gorged	S	S1.2.2+/F1
gorgeous	O	O4.2
gorgeously	O	O4.2
gorgonzola	F	F1
gorilla	L	L2mfn
gorillas	L	L2mfn
gory	O	O4.2
gosh	Z	Z4
gospel	S	S9/Q4.1
goss	Q	Q2.1
gossamer	O	O4.1
gossip	Q	Q2.1
gossiper	Q	Q2.1/S2mf
gossiping	Q	Q2.1
gossipy	Q	Q2.1
got	A	A9
gothic	H	H1
gotta	S	S6
gotten	A	A9
gouge	A	A1.1.2
gourd	L	L3
gourmet	F	F1/S2mf
gourmet-coffee	F	F2
gourmet-tea	F	F2
gourmets	F	F1/S2mf
gout	B	B2
govern	S	S7.1
governance	G	G1.1
governed	S	S7.1
governess	S	S7.1+/S2.1f
governing	S	S7.1
government	G	G1.1c
government-backed	G	G1.1
government-initiated	G	G1.1/T2
government-issued	G	G1.1
government-linked	G	G1.1/A2.2
government-owned	G	G1.1/A9
government-subsidised	G	G1.1/I1.1
governments	G	G1.1c
governor	S	S7.1+/S2mf
governors	S	S7.1+/S2mf
governorship	G	G1.1
gowdown	H	H1
gowdowns	H	H1
gown	B	B5
gr	N	N3.5
grab	A	A9
grabbed	A	A9
grabber	A	A9
grabbing	S	S1.2.2
grabby	S	S1.2.2
grace	O	O4.2
graceful	O	O4.2
gracefully	O	O4.2
graceless	O	O4.2
gracious	S	S1.2.4
graciously	S	S1.2.4
grad	P	P1/S2mf
gradation	N	N3.1
grade	A	A5.1
graded	A	A2.1
gradient	N	N3.7
gradients	O	O4.4
grading	A	A5.1
gradual	T	T2
gradually	T	T2
graduate	P	P1
graduate-level	P	P1/X9.1
graduated	P	P1
graduating	P	P1
graduation	P	P1
graffiti	Q	Q1.2c
graffiti-style	Q	Q1.2
graft	B	B3
grafted	A	A1.1.1
grafter	X	X5.1+/S2mf
grafters	A	A1.1.1/S2mf
grafting	A	A1.1.1
grail	O	O2
grain	N	N5
grained	O	O4.5
grains	N	N5
grainy	O	O4.3
gram	N	N3.6
gramm	N	N3.5
grammar	Q	Q3
grammarian	Q	Q3/S2mf
grammatical	Q	Q3
grammatically	Q	Q3
grammatique	Q	Q3
gramme	N	N3.5
gramms	N	N3.5
gramophone	K	K3
gramophones	K	K3
gramp	S	S4m
grams	N	N3.7
gran	S	S4f
granaries	F	F4/H1
granary	F	F4/H1
grand	O	O4.2
grand-daughter	S	S4f
grand-jurors	G	G2.1/S5
grandad	S	S4m
grandchild	S	S4mf
grandchildren	S	S4mf
granddad	S	S4m
granddaddy	S	S4m
granddads	S	S4m
granddaughter	S	S4f
granddchildren	S	S4
grandeur	O	O4.2
grandfather	S	S4m
grandiose	O	O4.2
grandiosity	S	S1.2.3
grandissment	N	N3.2+/A2.1
grandkid	S	S4mf
grandkids	S	S4mf
grandly	O	O4.2
grandma	S	S4f
grandmother	S	S4f
grandpa	S	S4m
grandparent	S	S4mf
grandparents	S	S4/S2mf
grandson	S	S4m
grandstand	K	K5.1/H1
grandstands	K	K5.1/H1
granite	O	O1.1
grannie	S	S4f
grannies	S	S4/S2.1f
granny	S	S4f
grannys	S	S4f
grans	S	S4f
granted	A	A9
granting	A	A9
grants	I	I1.1
granular	O	O4.1
granulated	O	O4.1
granule	O	O1.2
granules	O	O1.2
grape	F	F1
grapefruit	F	F1
grapes	F	F1
grapevine	Q	Q2.1
graph	Q	Q1.2/N2
graphic	C	C1
graphical	C	C1
graphically	A	A10
graphics	C	C1
graphite	O	O1.1
graphs	Q	Q1.2/N2
grapple	E	E3
grappling	E	E3
grasp	A	A9
grasped	A	A9
grasping	S	S1.2.2
grass	L	L3
grass-roots	S	S5+/S7.1
grasshopper	L	L2mfn
grassland	W	W3/L3
grassroots	S	S5+/S7.1
grassy	L	L3
grate	A	A1.1.1
grated	O	O4.1
grateful	S	S1.2.4
gratefully	E	E4.2
gratification	E	E4.2
gratified	E	E4.2
gratify	E	E4.2
gratifying	E	E4.2
grating	X	X3.2
gratitude	S	S1.2.4
gratuitous	S	S6
gratuitously	S	S6
gratuity	I	I1.1
grave	M	M7/L1
gravel	O	O1.1
gravel-carrier	M	M2
gravel-carriers	M	M2
gravel-pit	M	M7/I4
gravel-pits	M	M7/I4
gravelled	O	O4.1
gravelly	W	W3
gravely	E	E4.1
graver	E	E4.1
graveside	M	M7/L1
gravest	E	E4.1
gravestone	O	O2
graveyard	M	M7/L1
gravitas	S	S7.2+/A11.1
gravitate	M	M1
gravitational	N	N3
gravity	N	N3
gravy	F	F1
gray-blue	O	O4.3
graze	B	B2
grazed	F	F4
grazing	F	F4
grease-laden	O	O4.5
greasepaint	B	B4/C1
greases	A	A1.1.1
greasiness	O	O4.5
greasy	O	O4.5
greasy-raincoated	O	O4.2
great	A	A5.1
great-aunt	S	S4f
great-grandchild	S	S4mf
great-grandfather	S	S4m
great-great-great-great	S	S4
great-great-uncle	S	S4m
great-niece	S	S4f
great-toe	B	B1
great-uncle	S	S4/S2.2
greatcoat	B	B5
greater	A	A5.1
greatest	A	A5.1
greatly	A	A13.3
greatness	A	A11.1
greats	S	S7.2+/S2mf
grebe	L	L2mfnc
grebo	S	S2mf
greed	S	S1.2.2
greedier	S	S1.2.2
greedily	S	S1.2.2
greediness	S	S1.2.2
greedy	S	S1.2.2
green	W	W5
greener	O	O4.3
greenery	L	L3
greeney	O	O4.3
greengage	F	F1
greengrocer	F	F1/S2mf
greengrocers	F	F1
greengrocery	F	F1
greenhouse	F	F4/H1
greenish	O	O4.3
greenness	W	W5
greens	O	O4.3
greenstuff	L	L3
greeny	O	O4.3
greet	Q	Q2.2/S1.2.4
greeted	Q	Q2.2/S1.2.4
greeting	Q	Q2.2/S1.2.4
greetings	Q	Q2.2/S1.2.4
greets	Q	Q2.2/S1.2.4
gregarious	S	S1.2.1
grenade	G	G3
grenades	G	G3
grew	N	N3.2+/A2.1
grey-eyed	B	B1
grey-haired	O	O4.1
grey-suits	B	B5
greyey	O	O4.3
greyhound	L	L2mfn
greyhounds	L	L2mfn
greyish	O	O4.3
greymens	Z	Z3c
greyness	O	O4.3
grid	O	O2
gridlock	M	M3
grief	E	E4.1
grievance	E	E2
grievances	E	E2
grieve	E	E4.1
grieved	E	E4.1
grieving	E	E4.1
grievous	E	E4.1
grill	O	O2
grille	O	O2
grilled	F	F1
grilling	F	F1
grills	O	O2
grim	E	E4.1
grimace	O	O4.2
grime	B	B4
grimly	E	E4.1
grimy	O	O4.2
grin	E	E4.1
grind	X	X5.2
grinder	O	O2/F1
grinding	A	A5.1
grindstone	O	O2/O4.5
grinning	E	E4.1
grip	A	A1.1.1
gripe	E	E2-/Q2.2
gripper	A	A9
gripping	X	X5.2
grisly	O	O4.2
grit	O	O1.1
gritting	A	A1.1.1
gritty	O	O4.5
grizzly	L	L2
groan	X	X3.2
groans	X	X3.2
grocer	F	F1/S2mf
groceries	F	F1
grocers	F	F1/S2mf
grocery	F	F1
groggy	B	B2
groin	B	B1
groins	B	B1
grommet	B	B1
grommets	B	B1
groom	B	B4
groomed	O	O4.1
grooming	B	B4
groomsman	S	S4/S2.2m
groomsmen	S	S4/S2.2m
groove	O	O2
groovy	O	O4.2
grope	X	X3.3
groping	X	X3.3
gross	N	N1
grossly	A	A13.3
grotesque	A	A6.2
grotesquely	A	A6.2
grotto	M	M7
grotty	O	O4.2
grouchy	E	E3
ground	A	A1.1.1
ground-breaking	A	A11.1
groundbreaking	A	A11.1
grounded	A	A5.2
grounding	P	P1
groundless	A	A5.2
grounds	M	M6
groundsheet	O	O2
groundsman	F	F4/S2mf
groundswell	N	N5
groundwork	X	X2.4
group	S	S5+c
group-based	S	S5
group-work	A	A1.1.1/S5
grouped	S	S5
groupies	S	S5+/S2mf
grouping	S	S5
groupmate	S	S5+/S2mf
groupmates	S	S5+/S2mf
groups	S	S5
groupware	Y	Y2
groupwork	A	A1.1.1/S5
grout	H	H1
grouting	H	H1
grovel	S	S7.1
grovelling	S	S7.1
grow	N	N3.2+/A2.1
grower	F	F4/S2mf
growers	F	F4/S2mf
growing	N	N3.2+/A2.1
growl	X	X3.2
